1,1,1,1,0.00092835,0.1
1,1,1,2,0.00036471,0.021435
1,1,1,3,0.00016578,0.029555
1,1,1,4,0.0014257,0.0061213
1,1,1,5,3.3155e-05,0.59233
1,1,2,1,0.0021883,0.1
1,1,2,2,0.00046418,0.041698
1,1,2,3,0.00016578,0.030684
1,1,2,4,0.00019893,0.010009
1,1,2,5,0.0075263,0.018539
1,2,1,1,0.00026524,0.1
1,2,1,2,0.0010941,0.021435
1,2,1,3,3.3155e-05,0.029555
1,2,1,4,0.00026524,0.0061213
1,2,1,5,6.6311e-05,0.59233
1,2,2,1,0.0014588,0.1
1,2,2,2,0.0022546,0.041698
1,2,2,3,3.3155e-05,0.030684
1,2,2,4,0.00053049,0.010009
1,2,2,5,0,0.018539
1,3,1,1,0.0019562,0.1
1,3,1,2,0.0002984,0.021435
1,3,1,3,0,0.029555
1,3,1,4,3.3155e-05,0.0061213
1,3,1,5,0.00096151,0.59233
1,3,2,1,0.0084878,0.1
1,3,2,2,0.00069626,0.041698
1,3,2,3,0.0018899,0.030684
1,3,2,4,0.00019893,0.010009
1,3,2,5,6.6311e-05,0.018539
1,4,1,1,0.0062001,0.1
1,4,1,2,0,0.021435
1,4,1,3,0.0094493,0.029555
1,4,1,4,0,0.0061213
1,4,1,5,0.002354,0.59233
1,4,2,1,0.013958,0.1
1,4,2,2,0.00039786,0.041698
1,4,2,3,6.6311e-05,0.030684
1,4,2,4,9.9466e-05,0.010009
1,4,2,5,0.00013262,0.018539
1,5,1,1,3.3155e-05,0.1
1,5,1,2,0.0071947,0.021435
1,5,1,3,0,0.029555
1,5,1,4,0,0.0061213
1,5,1,5,0.10955,0.59233
1,5,2,1,0.0046086,0.1
1,5,2,2,0.0005968,0.041698
1,5,2,3,0,0.030684
1,5,2,4,0.00033155,0.010009
1,5,2,5,6.6311e-05,0.018539
2,1,1,1,0.0012931,0.1
2,1,1,2,9.9466e-05,0.0055568
2,1,1,3,0.00049733,0.058412
2,1,1,4,0.0008952,0.0038233
2,1,1,5,0,0.11273
2,1,2,1,0.0017241,0.1
2,1,2,2,0.00026524,0.035258
2,1,2,3,0.0008952,0.18633
2,1,2,4,6.6311e-05,0.0069182
2,1,2,5,0.004277,0.095828
2,2,1,1,0.00016578,0.1
2,2,1,2,0.00033155,0.0055568
2,2,1,3,9.9466e-05,0.058412
2,2,1,4,0.00023209,0.0038233
2,2,1,5,3.3155e-05,0.11273
2,2,2,1,0.0016246,0.1
2,2,2,2,0.0016578,0.035258
2,2,2,3,0.00023209,0.18633
2,2,2,4,0.00023209,0.0069182
2,2,2,5,0,0.095828
2,3,1,1,0.002553,0.1
2,3,1,2,0.00019893,0.0055568
2,3,1,3,0.00016578,0.058412
2,3,1,4,6.6311e-05,0.0038233
2,3,1,5,0.00039786,0.11273
2,3,2,1,0.0073605,0.1
2,3,2,2,0.00036471,0.035258
2,3,2,3,0.010676,0.18633
2,3,2,4,0.00013262,0.0069182
2,3,2,5,0,0.095828
2,4,1,1,0.0063658,0.1
2,4,1,2,0,0.0055568
2,4,1,3,0.037167,0.058412
2,4,1,4,0,0.0038233
2,4,1,5,0.00079573,0.11273
2,4,2,1,0.014224,0.1
2,4,2,2,0.00036471,0.035258
2,4,2,3,0.00046418,0.18633
2,4,2,4,6.6311e-05,0.0069182
2,4,2,5,9.9466e-05,0.095828
2,5,1,1,3.3155e-05,0.1
2,5,1,2,0.004277,0.0055568
2,5,1,3,6.6311e-05,0.058412
2,5,1,4,0,0.0038233
2,5,1,5,0.037267,0.11273
2,5,2,1,0.0041444,0.1
2,5,2,2,0.00069626,0.035258
2,5,2,3,0,0.18633
2,5,2,4,0.00026524,0.0069182
2,5,2,5,6.6311e-05,0.095828
3,1,1,1,0.00082888,0.1
3,1,1,2,0.0015583,0.060926
3,1,1,3,0.00023209,0.024486
3,1,1,4,0.013892,0.0041837
3,1,1,5,0,0.020763
3,1,2,1,0.0014588,0.1
3,1,2,2,0.0022214,0.18421
3,1,2,3,0.0002984,0.058718
3,1,2,4,0.0011936,0.1731
3,1,2,5,0.0024535,0.067457
3,2,1,1,0.00013262,0.1
3,2,1,2,0.002984,0.060926
3,2,1,3,0,0.024486
3,2,1,4,0.0031829,0.0041837
3,2,1,5,0,0.020763
3,2,2,1,0.0012267,0.1
3,2,2,2,0.0091509,0.18421
3,2,2,3,0.00016578,0.058718
3,2,2,4,0.0066974,0.1731
3,2,2,5,0,0.067457
3,3,1,1,0.0033155,0.1
3,3,1,2,0.0011936,0.060926
3,3,1,3,0.00016578,0.024486
3,3,1,4,0.00066311,0.0041837
3,3,1,5,0.00016578,0.020763
3,3,2,1,0.0076589,0.1
3,3,2,2,0.0031829,0.18421
3,3,2,3,0.0038792,0.058718
3,3,2,4,0.0041444,0.1731
3,3,2,5,3.3155e-05,0.067457
3,4,1,1,0.0057027,0.1
3,4,1,2,0,0.060926
3,4,1,3,0.013428,0.024486
3,4,1,4,0,0.0041837
3,4,1,5,0.00026524,0.020763
3,4,2,1,0.015649,0.1
3,4,2,2,0.001923,0.18421
3,4,2,3,9.9466e-05,0.058718
3,4,2,4,0.0017241,0.1731
3,4,2,5,3.3155e-05,0.067457
3,5,1,1,3.3155e-05,0.1
3,5,1,2,0.02553,0.060926
3,5,1,3,0,0.024486
3,5,1,4,6.6311e-05,0.0041837
3,5,1,5,0.015019,0.020763
3,5,2,1,0.0051391,0.1
3,5,2,2,0.0032492,0.18421
3,5,2,3,0,0.058718
3,5,2,4,0.0036139,0.1731
3,5,2,5,0,0.067457
4,1,1,1,0.00056364,0.1
4,1,1,2,0.0026856,0.14818
4,1,1,3,0,8.7795e-05
4,1,1,4,0.1003,0.78884
4,1,1,5,0,0.0016671
4,1,2,1,0.0017572,0.1
4,1,2,2,0.0027519,0.37892
4,1,2,3,0.00026524,0.040028
4,1,2,4,0.0027187,0.0054431
4,1,2,5,0.0010278,0.028529
4,2,1,1,0.0002984,0.1
4,2,1,2,0.0069626,0.14818
4,2,1,3,0,8.7795e-05
4,2,1,4,0.018766,0.78884
4,2,1,5,0,0.0016671
4,2,2,1,0.0013262,0.1
4,2,2,2,0.018932,0.37892
4,2,2,3,9.9466e-05,0.040028
4,2,2,4,0.012002,0.0054431
4,2,2,5,0,0.028529
4,3,1,1,0.0015915,0.1
4,3,1,2,0.0028845,0.14818
4,3,1,3,0,8.7795e-05
4,3,1,4,0.0034482,0.78884
4,3,1,5,6.6311e-05,0.0016671
4,3,2,1,0.0076921,0.1
4,3,2,2,0.0051059,0.37892
4,3,2,3,0.0018899,0.040028
4,3,2,4,0.0073605,0.0054431
4,3,2,5,0,0.028529
4,4,1,1,0.0047412,0.1
4,4,1,2,3.3155e-05,0.14818
4,4,1,3,0.0052717,8.7795e-05
4,4,1,4,0.00036471,0.78884
4,4,1,5,0.00016578,0.0016671
4,4,2,1,0.015019,0.1
4,4,2,2,0.0041113,0.37892
4,4,2,3,9.9466e-05,0.040028
4,4,2,4,0.0035476,0.0054431
4,4,2,5,3.3155e-05,0.028529
4,5,1,1,0,0.1
4,5,1,2,0.05779,0.14818
4,5,1,3,0,8.7795e-05
4,5,1,4,9.9466e-05,0.78884
4,5,1,5,0.0050396,0.0016671
4,5,2,1,0.0047081,0.1
4,5,2,2,0.0052386,0.37892
4,5,2,3,0,0.040028
4,5,2,4,0.007261,0.0054431
4,5,2,5,3.3155e-05,0.028529
5,1,1,1,0.0005968,0.1
5,1,1,2,0.00062995,0.00066937
5,1,1,3,0.0005968,0.51342
5,1,1,4,0.0002984,0.00046748
5,1,1,5,0,0.00053555
5,1,2,1,0.0012599,0.1
5,1,2,2,0.00086204,0.12315
5,1,2,3,0.00082888,0.058283
5,1,2,4,0,0.0010906
5,1,2,5,0.0019562,0.061626
5,2,1,1,6.6311e-05,0.1
5,2,1,2,0.0011273,0.00066937
5,2,1,3,0.00023209,0.51342
5,2,1,4,0,0.00046748
5,2,1,5,0,0.00053555
5,2,2,1,0.0016246,0.1
5,2,2,2,0.0062995,0.12315
5,2,2,3,0.00056364,0.058283
5,2,2,4,0,0.0010906
5,2,2,5,0,0.061626
5,3,1,1,0.002984,0.1
5,3,1,2,0.00066311,0.00066937
5,3,1,3,0.0005968,0.51342
5,3,1,4,3.3155e-05,0.00046748
5,3,1,5,0,0.00053555
5,3,2,1,0.0071284,0.1
5,3,2,2,0.0022546,0.12315
5,3,2,3,0.014887,0.058283
5,3,2,4,3.3155e-05,0.0010906
5,3,2,5,0,0.061626
5,4,1,1,0.0057027,0.1
5,4,1,2,0,0.00066937
5,4,1,3,0.094493,0.51342
5,4,1,4,0,0.00046748
5,4,1,5,9.9466e-05,0.00053555
5,4,2,1,0.014522,0.1
5,4,2,2,0.0015251,0.12315
5,4,2,3,0.00056364,0.058283
5,4,2,4,3.3155e-05,0.0010906
5,4,2,5,6.6311e-05,0.061626
5,5,1,1,3.3155e-05,0.1
5,5,1,2,0.010146,0.00066937
5,5,1,3,3.3155e-05,0.51342
5,5,1,4,0,0.00046748
5,5,1,5,0.011074,0.00053555
5,5,2,1,0.0049733,0.1
5,5,2,2,0.0014588,0.12315
5,5,2,3,9.9466e-05,0.058283
5,5,2,4,3.3155e-05,0.0010906
5,5,2,5,3.3155e-05,0.061626
